"id","category","text"
740,1,"17929 3705 17639 27172 20316 33047 18022 31009 9872 8005 33667 33597 3865 14248 9282 32728 12504 8612 7258 9124 3225 17836 4451 29062 33597 11069 19861 1946 33047 33597 3705 14167 25036 34304 8953 12727 14167 7839 13732 21129 3225 13676 26117 18022 10079 33718 5970 7839 26929 12169 15829 7839 2758 33718 8339 3225 10893 13237 21263 8005 26117 7839 16183 1701 10079 7839 13732 8612 3225 17929 3865 14248 4451 3948 25373 25559 7839 33597 20577 332 33718 17953 21263 33718 33597 16135 34395 33047 12240 10918 3225 8105 21200 13676 24653 31061 35040 83 8005 17023 7839 24053 7258 1873 14248 33718 5970 7839 7343 33597 24506 10675 20350 880 8612 3225 13676 7839 24053 3865 5970 14248 8105 21200 3819 8953 26811 7975 83 33597 6359 26664 4451 26929 33406 15829 7779 9124 21263 7839 6691 13793 21263 32366 4173 19572 13793 1194 13237 3225 34628 33718 5970 31061 15522 29821 1194 33597 23010 13168 33047 13004 11911 5384 33597 16816 3384 12559 33047 8953 11801 21263 13416 33667 3225 8766 4968 83 13718 16476 17823 27261 31651 24153 24188 8953 10568 3225 28287 4137 27552 32605 7839 14205 6345 19861 33718 10408 7839 7343 10675 20350 33718 33597 6359 24361 26664 21263 18627 30584 10675 23669 4393 5430 3756 9124 21263 5384 7839 3819 6345 13381 21263 28287 14921 14491 5592 33667 33718 33597 1988 3225 26539 33667 33597 3705 17023 7839 25497 5970 27633 7258 29925 880 19579 7839 3661 21263 30318 26911 5384 33597 9923 20738 3225 17929 3705 14167 18627 2868 23763 33047 33597 8105 23311 26664 14167 22065 7839 34323 7258 19535 3819 728 24361 26811 1194 13237 3225"
741,5,"27180 3897 10381 1194 24350 17929 18188 21263 7792 18206 21263 33667 28279 31149 32471 6344 83 681 9282 3445 16926 15782 33718 33597 25968 33047 33597 23372 12440 3603 3225 20999 14314 3055 33718 23810 21263 18206 28940 28279 12417 34591 10919 8102 3225 5176 30584 27226 7258 21730 16 32138 7839 4239 32471 23763 33597 32070 31647 21263 7258 18893 23170 5384 33514 3225 18206 13945 83 33597 32971 4930 16173 33718 22809 21263 27812 18627 1601 4994 32471 997 27633 7258 750 14681 7839 18305 33718 249 33597 3359 17850 11065 10348 26276 3225 29374 5647 3359 26965 28279 30584 346 10381 1194 11065 24350 880 1167 12341 19572 27421 14106 15236 19572 33026 21263 23437 681 17466 7258 21550 7839 9604 20000 33047 32471 3225 5176 30584 33736 23437 83 28279 21263 5725 21263 31061 3632 7839 3445 32471 249 34591 3134 15782 3602 14314 14085 7839 3948 7258 23372 3225 29374 5647 14113 28570 27812 346 33141 880 7258 21294 33047 728 18858 3225 34100 18656 4690 33718 33597 24438 27435 5384 22651 3459 14784 33718 33597 35033 21263 14373 5157 5157 5157 33718 6861 3225 34100 24188 23573 19946 7258 912 14773 31377 7779 9124 18627 4451 9604 33718 18837 5025 4433 33597 17788 21263 3661 21263 30956 5384 17192 3225 28279 14167 31553 598 32712 17248 27928 14167 19875 10878 16022 818 33718 15663 3225 26539 29112 30931 7258 19179 22493 34043 18627 1417 6975 5384 14757 7839 25840 7839 33597 11718 3225"
742,3,"33104 26245 12686 11123 14106 18716 6443 29480 880 29395 34859 12970 12329 21263 4603 7839 23902 3225 17929 6465 7843 12871 31061 15522 34033 249 7258 18305 7839 15118 3602 33597 25376 5384 30584 13718 30181 29388 21263 28148 5384 35111 31806 17850 33597 31209 3225 33104 19715 20681 30192 30584 25765 7839 28077 11065 32075 21050 249 4716 22793 17910 18108 9349 6022 3225 28287 26238 30184 30584 11123 15406 30904 8005 20685 3948 32329 9282 3948 25765 7839 8484 21263 28287 6520 33597 3182 14167 8599 12329 3225 26539 13945 11809 28287 6671 21263 10191 9709 33718 22388 33047 33597 26480 3225 10191 19800 8235 7839 6465 5384 14314 4451 8880 34591 350 3225 28287 17929 481 20685 7077 33104 8639 7258 28557 20927 9872 6465 24188 25765 7839 10049 33597 6918 27633 14314 24188 17421 7839 3948 16211 7258 16643 25376 29480 880 10401 24094 12871 34531 3225 17929 30251 24188 13718 893 33718 33597 21438 21263 33406 7558 30181 33665 29039 3225 30192 16055 7839 12686 12329 29480 16055"
743,5,"21068 5167 33667 681 29992 29992 29986 33047 33597 12289 15927 33718 5081 33597 32336 3225 28287 20999 13040 27711 7258 713 14167 12117 6590 21263 16653 15522 26698 16347 22893 21263 28287 681 33667 3225 10880 5167 30584 13718 18464 27633 7258 8442 5384 17366 33718 4048 17761 14317 4968 17929 23647 24420 3403 5513 5384 26126 21698 3225 4370 7779 9124 1601 2268 7258 7108 33047 33597 16082 26771 27261 33718 24234 21263 880 32471 18529 33718 6773 33597 997 33047 21761 21068 5384 32471 9668 3225 5176 272 33597 32692 31452 30181 17929 22938 21263 18627 16842 880 8179 32336 21263 28088 33597 9668 7258 17421 1167 2061 27421 14106 8329 33026 3225 17929 9132 29834 880 21068 31061 22183 10079 33047 11065 25775 23027 33597 1167 31191 27421 14106 14378 3464 33026 28093 21263 7258 11556 880 7258 2940 34436 9802 3225 8261 33047 24859 21263 30886 5384 5837 26888 26606 11328 3602 17929 22938 23027 31087 3225 4630 18022 10819 21263 17929 22938 29992 7258 33110 15826 33047 17823 19572 21263 249 15379 26202 1833 17147 9527 33597 32336 27633 28287 7258 29001 10605 17929 6113 5384 17836 30909 14460 27437 28287 3225 5167 14009 272 17850 7258 34022 7839 31718 18022 29834 11809 28287 32329 27943 390 7444 7258 21475 17910 33047 26380 7258 13372 20388 9668 3836 13576 8880 8566 3914 33047 29338 3756 34226 3225 28287 28287 4630 33597 32937 33047 8005 32329 17639 3836 28311 18865 3168 33597 23349 16347 33597 16435 21263 28287 33597 31271 7370 22922 26502 21310 17850 33597 9619 3661 17789 33718 9517 3225 19910 26739 10880 21263 32674 33736 9299 33718 33597 30676 9619 4968 6865 19946 33597 22938 16055 9668 14012 21263 26339 3225 28287 25235 27016 14631 19279 28714 3225 19982 29466 8005 21263 18730 15522 30184 21263 18730 16840 7839 26713 16250 15745 21263 28287 1601 33667 3225 27180 3897 21068 5167 31061 33667 11065 9668 4451 9709 8880 34591 18334 6577 33047 19279 26202 4968 17929 22938 3225 23696 23669 880 28829 17929 22938"
744,1,"16055 16836 18826 16055 33718 13682 35033 20362 13682 29281 7258 28287 27524 18826 28287 33718 6443 21263 32405 7258 18775 2119 26664 21263 22586 26606 33667 3225 4630 33597 2379 16435 21263 33597 5343 6063 16055 32086 27421 15944 33026 33667 13682 272 28287 28473 28287 3225 17898 21263 33597 15944 33667 20362 13682 28131 1194 14106 5877 33718 6443 21263 7258 29637 31117 18330 32160 33597 14106 10092 8134 22183 33718 23810 3225 17836 272 7258 14466 7839 33597 28287 28473 34196 28287 33047 13682 22183 33718 33597 3353 1673 33047 3945 21263 33597 15944 13945 3225 21812 21263 8005 30584 33597 30177 13682 8633 18627 24188 33597 16082 30112 3225 17929 16594 33667 13682 880 23349 28623 5384 29514 20362 13682 8098 33124 15829 5384 18259 15829 8026 30177 5846 3225 28287 14343 26888 4968 3058 32967 33597 22766 12308 33718 33597 2119 26664 21263 28287 12577 33067 21263 16594 34802 15756 21263 33667 3225 8858 33597 5714 33047 304 10161 27421 16594 33026 5384 11888 22942 32086 27421 33266 33026 33667 13682 272 33178 32226 3225 17929 16594 33667 29514 20362 13682 34243 17850 14106 33575 8134 21263 31916 249 14106 962 8134 33718 6443 3353 9124 3225 17929 33266 33667 20362 8597 14167 10937 4343 9872 9709 874 34448 14167 8098 14106 15692 21263 33178 30931 14106 29477 8134 33718 6443 3945 3225"
745,2,"9370 13907 30186 249 19922 26446 30584 14031 33597 27926 33597 35033 30584 33506 21263 26220 21525 35111 19466 31061 27506 33718 7258 9319 27695 25793 6531 3225 17005 29932 21263 1194 6707 14065 21263 28940 30184 30584 17527 24940 10605 33597 29977 26946 3225 35148 15432 4891 19220 33667 33718 8411 10621 681 9282 10538 33178 27633 27695 3448 3792 33597 9349 17151 3225 18764 681 10139 2826 19946 11065 7541 27812 15782 30931 15511 10415 5384 15694 83 4891 26446 272 28538 33312 7090 21263 8005 28940 3225 4891 19084 27322 27506 83 4891 26446 26502 4891 19220 11809 28287 10431 30584 202 13040 20685 13280 11042 7839 27252 25488 83 32329 20685 13280 30081 3225 28287 4891 19220 22767 12417 83 30344 19946 11844 3225 26539 33468 3253 30184 20685 3948 10078 26028 13547 33597 13253 9872 34900 19162 22767 7839 11042 34245 2109 9709 681 29992 3146 7839 20987 3225 17929 26220 21525 2200 83 10919 10664 29992 15522 22814 34900 17850 25863 249 33597 14157 3225 26539 17420 11809 28287 26539 30584 33597 26028 19946 9547 27695 3448 3225 19552 14432 33597 14157 30584 9709 7258 29319 258 3225 28287 26539 26692 11809 28287 28528 33273 30184 3948 22129 33718 18199 12903 30184 30584 10078 22129 33718 27375 21263 32193 33273 14314 30272 3603 6345 12957 12903 14314 5920 30272 3603 8844 6574 31387 28287 4891 19220 33667 681 9282 9709 34788 7839 28287 15531 14521 33718 961 28287 5384 31149 7839 3780 31538 11556 19946 33597 1523 21263 17545 25753 5384 27921 5384 10408 28287 30931 25488 18108 19631 22893 28287 3225 34690 17850 8844 16567 12686 26220 2389 19362 12510 33667 11065 3339 9282 23507 3083 7839 4968 32193 28287 26651 28287 33597 27695 3448 5384 14157 8098 3225 24244 21083 7258 4968 33047 22761 17850 18022 15583 16567 12686 19946 23445 21263 15561 4891 26446 272 12443 1194 13214 3205 21263 32674 4891 19220 9496 7077 33718 13216 33047 17151 21870 33718 17888 33047 33597 14157 3225 18764 10904 33379 21525 9825 29571 26502 9031 31196 11809 28287 17929 27375 30584 33890 3055 17850 33597 3819 3225 17836 16417 33047 9564 2329 3090 9709 28128 17999 3225 28287 34690 7779 34226 4891 19220 30584 29728 7839 10563 33597 651 33047 11065 4144 9349 17151 13412 3225 17929 27695 3448 5384 14157 9281 24909 33172 17850 21993 2531 33047 33597 28408 24244 26685 23669 15432 34448 4891 19084 27322 3225"
746,1,"17929 11678 31061 3632 7839 8880 8279 3602 33597 13168 4192 7258 10662 9770 7839 25220 2849 19922 11214 33718 16079 3225 13126 2627 249 11001 15207 21263 22515 8000 21263 249 26267 33047 1167 11823 27421 14106 8957 33026 21263 31061 15522 23027 1194 2027 22221 30581 5384 33597 6402 33047 33597 31605 23160 27492 3225 17929 3705 4451 3948 8035 249 33597 22149 33047 12060 7258 3865 33440 3225 28287 17929 32621 30584 5010 7839 7258 26689 19662 27097 83 4451 25145 27633 7258 27187 19958 880 6345 1523 21263 28287 33667 23830 12113 16984 22248 3225 17929 2570 14167 8599 27097 19253 13547 1286 15829 33047 16347 5889 7839 33597 16109 5384 18022 11084 24188 15106 9588 33597 25731 9260 33718 33597 18743 21263 249 5695 17454 33047 35114 28088 33718 23407 33047 1167 28858 7258 9124 3225 17929 5953 27375 30584 25411 22388 33047 22515 8000 33718 11123 29480 7839 13211 33597 27389 3705 17910 33047 18022 16926 24847 3225 22515 8000 2826 33718 13168 22388"
747,3,"32236 12492 8037 19946 912 28093 17929 9249 14167 8599 4451 33468 3948 15104 7258 11556 9868 1194 11065 25587 5384 17366 7833 16962 21263 32674 33080 33597 28093 17850 33597 2379 2531 33718 10621 3225 28287 32329 7074 18943 27633 12897 7839 26713 27633 33553 27633 32329 33273 33718 7779 15180 21263 28287 33667 32236 3225 28287 17862 32218 880 33597 29977 2713 912 11556 33718 13740 30584 33597 9349 33047 9792 2903 3225 28287 29023 31812 11556 22094 17850 17823 27335 21263 12811 34808 3225 17862 32236 30584 10078 32113 7839 25397 912 26857 17850 33597 3087 19803 33069 3225 17929 12067 17466 33597 912 1756 32209 3464 11556 19946 11065 8824 17850 33597 2531 3353 9124 3225 34413 1486 19090 21263 24300 15578 5384 16526 804 21263 33597 912 1756 9866 14615 23669 8642 21263 4451 14582 33312 32236 19946 18259 10766 3225 17929 7343 31061 14208 34228 7258 21989 33047 6240 14317 3225 9694 5983 5384 10758 22559 17900 13678 30584 20688 18529 33718 33597 32883 3225 627 7284 12419 14615 25714 26545 4451 2082 33597 16129 22303 3225 17985 2211 16087 30562 12419 29896 18704 11796 5384 19846 197 4451 7880 31907 33718 33597 16129 3225 6240 13295 3464 22559 31401 32236 30584 23417 7839 13185 33597 912 1756 29977 2713 11556 17850 9094 29772 261 29390 29890 33718 13740 3225"
748,3,"29119 29884 19304 14218 9110 7839 7258 34654 26669 17850 29597 33718 6443 12903 3121 8098 2784 18189 33718 33597 835 14842 3225 34414 83 28850 21263 6473 24080 1739 7839 15208 13612 21263 32674 33140 33178 33718 33597 8375 16476 880 33597 31822 7839 3948 4365 17910 3225 18764 13040 16527 26606 18865 17850 3756 13935 21271 7839 20330 3603 10919 23702 3225 19141 14218 272 28385 7839 11042 33597 13731 35014 26606 1974 28288 12903 17779 21275 272 29821 23669 33597 1181 19151 15555 33597 32937 3225 35148 272 33597 2379 880 3403 31385 21263 33597 30993 8442 32674 272 15934 32862 1194 21022 29884 14709 33067 27812 8844 22235 33312 11333 3225 33263 29637 27633 29119 8098 10945 21263 30184 8098 1929 23669 19846 28595 7559 15143 12903 681 10139 23669 33718 33597 8375 30931 7258 12932 33137 21475 3225 18764 30184 8098 11001 18334 21263 5384 332 35014 9709 9604 34675 30931 9792 3225 28995 31007 15497 31822 272 27633 3449 27633 14314 30697 21263 18829 12932 6673 2959 4995 17714 272 21929 12604 3225 17862 5196 20261 7236 26366 7839 22388 33597 3166 272 33736 7258 23904 2712 3225 18764 33597 14126 833 13909 249 29428 19800 33597 6670 33718 33597 26791 33406 27335 3225 2503 13836 9666 33047 12051 21286 12417 29119 5384 21044 29428 7839 17906 19946 3225 17929 7559 272 27655 22471 2959 1701 17813 33718 33597 5763 8375 3225 26539 28965 3603 4279 30931 21929 33137 29934 21475 21263 9042 25701 11065 1654 7839 24817 21275 30931 4601 7258 6342 31822 3225 5056 6783 35103 17869 7861 272 11572 12542 3225 29119 29992 18714 29428 332 27926 9042 33597 15073 21263 5384 33597 31250 24501 272 13549 4667 3225 29119 12767 14709 23746 16842 33718 17850 28476 20492 7839 21807 33718 7258 33481 18334 4463 3225 6671 681 16842 23914 7861 32674 23027 7090 7427 14167 16816 7427 14167 5384 9042 26763 33597 32176 34675 880 7258 23904 5832 3225 15908 1242 2226 13547 5056 33113 17714 21263 249 12051 29884 21090 34488 20688 7258 10324 17850 33597 32937 3225 15718 8728 7258 3166 3836 83 29281 83 29428 26606 30547 32075 3225 35148 26245 3948 24524 83 8728 16382 21263 9872 8005 30584 31250 83 33977 19028 3225 17929 33710 1447 8729 26245 26606 7839 665 33718 7839 24817 31683 30934 5384 26005 30931 30721 16151 2508 12903 15988 7880 17602 3225 35148 26245 26606 7839 7880 33597 32497 27926 5384 26606 32944 28898 18865 16347 23669 33597 2620 21263 2109 34133 33597 29500 27942 23669 33597 25721 3225 27136 33597 25205 3090 9709 16973 30584 7258 4143 17132 15561 33597 2362 2550 9829 15912 13730 33597 3166 31926 3225 6073 35215 12450 18410 20935 17850 1510 20740 272 7258 33395 23288 27633 29428 7677 21929 665 16976 8844 7559 29390 21757 3602 19 3225 17929 3166 272 27633 15608 27633 8005 19559 21263 249 7258 15837 29119 25918 11261 17850 7258 33481 350 83 33734 9709 7880 8844 27926 3225 9241 33273 33051 83 19536 3225 10431 272 10078 32967 83 29428 29992 33597 34452 33047 33597 4996 33718 8844 830 5283 21263 9872 33597 5267 30931 33597 29119 2069 26245 9709 26606 19635 19000 7839 33597 26229 28287 14777 28287 3225 8854 6133 15178 272 9709 12432 1194 34591 32690 5384 29977 350 33718 22844 34448 7090 33597 7216 33047 33597 11522 3225 32329 32967 34245 15178 9282 26606 15522 31375 34791 17850 33597 33590 34448 3225 30232 16347 21263 681 31061 10078 13004 2947 7839 28316 3225"
749,3,"31212 24157 9625 33718 9176 17929 18679 22559 663 32879 33597 2883 26386 33618 30664 3225 17929 31657 912 12718 8179 15313 7839 33597 7559 728 16382 33047 33597 27922 9872 272 13938 27633 16711 9983 33597 9349 728 3225 17929 3819 33248 272 16288 9872 31425 7839 25559 17910 33597 33080 5384 5548 7839 5283 33718 25798 11123 7234 3225 28287 35148 272 7258 5660 27922 17286 24470 18710 21263 28287 33667 31212 3225 28287 32329 13656 3836 32329 13909 17910 33047 33597 21303 5334 19833 21263 9872 9042 681 10947 3603 7258 22587 3225 28287 20999 681 16840 2826 7839 27983 21263 32329 29992 7839 31822 7839 21397 33178 5384 9604 8005 3603 7258 30025 21263 5384 32329 272 17578 7839 26713 83 3225 28287 31212 31061 25488 24750 33597 9176 28400 9548 24082 33718 33597 3353 3459 18858 3225 28287 35148 28043 21836 3563 2144 5384 2144 3756 9124 21263 28287 31212 33667 3225 28287 16653 16476 26065 7779 8464 9548 24082 5384 16653 9983 8005 9548 24082 3225 28287 31212 10139 23914 33597 26791 27633 7258 19902 19725 7839 15238 11065 27880 997 28400 27812 13993 16476 332 33080 16347 34226 3225 26539 30584 33080 7839 7343 13198 22652 19606 33718 33597 7559 17030 33047 33597 31657 2906 3225 16711 21263 16462 13517 33718 33597 912 21263 272 5126 7839 8093 17910 33047 33597 31657 2906 28064 27876 7839 21286 33718 11065 7559 28214 26791 3225 28287 10363 27252 21263 7779 272 7258 5872 24152 21263 28287 33667 33597 13567 14167 8599 3225 28287 32329 272 19670 18722 3353 31706 32329 15056 11092 3225 16653 16883 26065 7258 3819 14167 12341 10039 3792 3225 28287 32329 12757 7839 21286 28064 33718 3560 21263 9872 29935 136 5384 10191 18943 15242 3225 18764 7779 30584 7258 31563 27876 5384 32329 32605 33597 7558 5384 33597 8279 3225 28287 19122 21228 14246 19946 25605 4977 33718 11123 4267 3523 26791 31377 19946 136 3225 21407 31212 5160 14009 33597 12432 31232 880 9349 15582 31657 2906 249 5283 23669 5871 16711 33718 33597 26791 33047 33597 9176 33710 3225"
750,1,"35148 31061 29619 13275 3474 9983 27421 1167 4436 33026 880 33597 7559 3459 1673 33047 8339 21263 18837 15829 33047 18022 1824 11069 17843 3225 17929 16745 31563 13258 24188 28287 3646 30860 5384 7258 30045 33718 33597 21215 18743 28287 3225 35148 22065 7839 12468 13732 18992 5384 4451 28030 19946 18284 5384 26276 24385 21263 27633 19833 27633 25288 13004 10926 249 8279 7839 23206 3865 28488 3225 33263 7258 27666 21263 8105 22741 4451 27172 9004 19384 33736 4451 3948 16722 33597 7889 7839 24053 18199 21263 12957 21263 24079 5384 15073 13004 8889 3225 35148 33736 4451 23116 17850 31553 24379 29679 24895 3225 13716 17023 19946 33597 11450 14336 24886 3865 8919 10919 27633 18425 5384 15612 21263 27633 19833 27633 28523 28852 15782 7839 19136 5384 6188 17321 14123 3225 28287 17929 28030 4451 3948 19946 882 32647 5384 3557 5782 21263 16722 83 14284 3171 5384 19535 10586 24188 26101 7839 5495 33597 1630 1523 33718 8339 21263 28287 33597 19944 33667 3225 17929 27375 31061 33080 11123 3557 4189 30248 34859 33047 15374 15829 880 9349 9124 5384 1156 83 9282 3948 33718 18558 12429 8005 7677 5837 3225 28287 3199 5384 19181 3557 10586 24188 26101 7839 10927 14284 33718 8339 21263 28287 33597 23830 5384 27379 21161 33667 33718 7258 1988 3225 17929 5248 18351 8105 22741 30584 83 11001 27643 24188 7228 30931 33597 3490 33047 7258 16099 20322 83 16476 14113 8697 3225 24242 33047 8105 25165 24188 23942 19946 8844 16099 10805 5968 21263 5384 33597 24506 10044 10805 31583 31061 15522 2928 19946 33597 29824 33047 4058 880 1673 3225 33263 18529 33047 18022 32822 17023 21263 33597 27375 33667 8005 4451 24706 10926 7839 28287 4264 23669 20362 10937 83 30697 2492 33718 33597 7559 23763 33047 8339 28287 3225 35148 33736 10108 7839 23116 17850 29686 33047 11382 19765 19946 3384 51 3225 35148 29644 28287 21411 17798 10919 27633 15823 29924 20979 5384 21661 778 22755 5384 20775 3171 20350 83 31061 1329 33481 1373 33047 7258 22433 27456 28287 3225 13126 3945 21263 4189 4451 3948 10605 24051 15829 5384 10457 15829 21263 33597 19944 33667 3225 1273 29043 30584 20253 33597 35023 4451 12289 3225 28287 22186 24178 14362 1055 19946 33597 24195 2424 30081 30584 33597 16745 14982 24726 9479 83 18022 1991 13942 33047 33597 17843 4451 3948 29986 7839 22977 33597 1523 3168 21263 28287 25357 25919 33667 33718 7258 24694 3225"
751,3,"17929 912 12718 332 7677 29977 13690 33406 27335 7839 32630 11065 15225 11419 35144 5283 21263 4302 27922 7558 17850 8269 33718 33597 24381 3792 23437 8005 13127 3225 1406 34448 7258 12718 33047 14600 20893 24438 19946 21263 21382 2110 7839 9604 6486 5384 26567 33597 7559 33080 3225 18764 33597 17669 3897 23027 2826 7839 5941 33597 3006 21263 15561 681 4451 5364 7825 33248 7184 27356 9848 3225 17929 7184 13087 15440 14385 6212 33618 8269 3225 1406 272 9709 13270 19011 32175 346 7086 7839 8179 12492 880 33597 13649 7752 27922 3225 17929 912 12718 332 272 5126 7839 7880 33597 1129 33312 31122 14927 33718 33597 27811 26791 5384 33312 5871 16711 33718 33597 7559 17030 33718 11614 3225 28287 32329 34093 29992 7258 29393 29770 33468 5384 7839 30697 2826 3756 16435 30584 27089 11123 13070 21263 28287 681 33667 3225 28287 32329 11404 15522 2784 19833 21263 9872 16653 15522 20502 31688 3225 10191 15497 33597 23904 7558 5384 83 28714 10191 19946 3819 33047 17344 3166 12903 32329 26606 7839 3948 3225 28287 26194 33248 19814 1406 29992 7839 9283 29977 27922 7558 3792 15863 19473 29437 13672 2110 17850 33597 11614 2906 3225 1406 5126 7839 29833 32164"
752,2,"26220 21525 16055 30674 16055 23669 12289 17929 2630 8276 30451 3603 7839 14106 24878 7258 9124 30931 33597 27921 11678 20318 17652 21263 15561 681 30584 7258 33586 3225 4891 32851 33667 681 31061 7086 16236 30931 16660 34525 13547 24195 20316 681 11397 7839 13398 3225 26539 272 28862 7839 2329 7649 7839 25186 33597 12768 33047 7258 16163 5384 33667 681 29992 29466 202 28200 3225 33263 11123 8276 21263 4891 32851 19609 7258 20383 14197 2284 16043 17023 880 2630 1923 3225 28539 31645 26685 21525 6473 32851 15432 681 31061 15522 30674 23669 7258 2877 16163 33047 13457 3225 35148 9042 31238 20318 17652 31061 7258 22549 18627 16663 33597 22748 3225 4891 32851 9042 15359 2314 30931 33597 6645 5552 7839 24330 11065 1958 3225 9031 29846 13103 30950 27457 27981 33667 10078 5307 29992 15522 34448 33312 4891 32851 21263 9872 6531 8098 34234 13547 11065 10730 34987 3225 27457 33667 31599 24188 28862 7839 1550 33312 7258 16163 33047 10134 5384 7258 12768 33047 7258 16163 3225 4891 32851 33667 11809 28287 10191 27089 12082 83 10078 6437 33047 13457 229 33718 17344 26669 21263 83 33597 7649 32329 7677 31061 27340 15522 10473 12903 13040 23116 17850 33597 16236 83 31061 15522 16722 7839 27252 5384 83 19555 8635 24188 1423 3225 28287 26539 33667 202 29992 10788 33718 19932 33047 11065 12289 249 33597 27921 11678 5384 8005 272 7258 28042 681 9282 26606 7839 15919 249 33597 15073 30044 17850 20318 17652 3225 28287 17929 11678 5384 32329 26606 7258 16816 33395 4655 26105 5384 2424 26606 29466 880 33597 3353 3459 18858 21263 28287 33667 4891 32851 3225 28287 32329 5920 27943 18584 3948 4655 26045 27633 7258 7848 2109 7258 30715 3225 32329 18369 7839 34979 30931 15263 21263 9872 10191 9709 5234 7839 7077 16435 5580 19946 19000 3225 28287"
753,1,"9031 7108 16935 3557 501 17929 7108 33047 6535 27261 272 2184 1194 33597 34653 19631 11678 3340 21263 22718 249 33597 19920 19946 33710 1826 33818 27421 11111 33026 17850 33597 21307 33047 19311 3225 28287 17985 33597 912 1523 31061 18846 3603 30931 34511 24082 28043 7258 33481 18858 6701 21263 27261 18123 7839 9709 26606 6233 26798 7779 22748 21263 7727 14314 24188 13800 28113 18022 3490 21263 28287 33667 11111 15756 3011 21261 3225 28287 9269 3168 33597 912 24188 18748 11809 16055 10191 7520 21263 9872 33597 912 2610 16055 3225 28287 10431 26245 3948 7258 12768 83 31541 21263 16550 5384 21695 5384 13103 2744 24188 5081 33597 912 7258 11716 17888 21263 26013 7727 83 31061 9709 19670 29637 15522 16531 33718 19535 3557 18942 21263 28940 33597 21584 22765 12418 3225 17929 6114 15561 27261 8098 16082 24726 21263 15263 880 33597 912 5384 880 8844 15583 19765 21263 8098 29977 14583 12797 11094 21263 11501 5384 5970 21263 18212 1194 5071 3225 11501 31061 22183 29977 19182 33047 7775 3557 4189 21263 18627 31061 21256 7839 1805 32647 19946 7258 18553 14807 21263 28940 33597 21584 20399 24541 33718 17361 3225 18764 33597 20378 33736 26245 12741 33597 30905 26690 33047 27261 32674 24188 6780 7839 2388 27375 17177 13547 8844 24506 29877 3557 4772 21263 6345 30950 28940 3225 8105 22741 272 33597 16082 24494 21263 18829 34480 33718 18200 5384 27600 8098 33736 27089 25464 3225 17929 21584 6473 33684 33718 9517 28940 332 33831 880 83 27666 30584 33597 2853 30931 33597 26357 7839 33597 8397 33718 23465 21263 18627 30584 11075 31111 27633 33597 10044 33831 6954 8844 32702 5384 3987 24188 32975 28246 32160 14314 10319 7839 3948 3225 17929 33743 272 9588 33597 16082 11457 6114 19946 7054 880 34480 16055 19765 21263 9872 332 33047 33597 16082 24494 13547 33597 912 1523 3225 11111 2184 33597 7108 30931 33406 8411 3945 7839 11225 6443 8339 4433 9249 6114 33718 22317 2109 29012 29324 3225 17929 29324 7677 17888 10605 33406 8411 3945 5384 15374 6443 8339 3225 17929 19914 33047 25310 30584 10605 33822 5384 6578 7558 21263 2922 19946 33597 10272 3225 13126 17823 33047 33597 6114 21263 33597 25952 272 10354 7839 27187 11308 10344 3225 3172 33718 7258 10662 33047 34683 10023 33718 7258 9031 13300 19768 7108 30081 33597 912 1523 30584 22728 3225 1634 34480 33736 33667 8844 19662 1523 272 3563 11716 3225 18764 12903 12869 13547 8844 15583 24278 16926 25531 21263 7258 10662 33718 22448 6114 33667 14314 8098 3311 13547 33597 4772 3225 26843 5046 27261 33718 9249 6114 8098 2650 880 33597 7108 21263 18627 272 21012 2184 3792 33597 11091 2432 13704 3225 17929 7108 23060 83 7258 10662 2109 9553 33047 27261 33718 22157 6114 21748 33597 1523 272 23364 8059 21263 31916 249 34480 33718 6398 6114 32674 21748 8005 272 30681 3225 6556 10023 33718 8179 6114 8098 3055 3225 13126 7796 29553 21263 11123 9234 33047 21214 15829 33047 34480 33718 27072 10272 33667 33597 912 1523 272 3563 11716 21263 31916 7839 18312 15829 32674 33667 8005 272 30681 3225 26006 21263 18164 15829 8098 24494 13547 8844 19662 1523 21263 18829 34964 15829 8098 24726 3225 17862 22077 15829 20064 8844 24278 3557 10586 30681 21263 27633 33312 12139 15829 32674 33667 14314 8098 3563 11716 3225"
